-0,555555556	0,25	-0,86440678	-0,916666667	1	-1	-1
-0,666666667	-0,166666667	-0,86440678	-0,916666667	1	-1	-1
-0,777777778	0	-0,898305085	-0,916666667	1	-1	-1
-0,833333333	-0,083333333	-0,830508475	-0,916666667	1	-1	-1
-0,611111111	0,333333333	-0,86440678	-0,916666667	1	-1	-1
-0,555555556	0,5	-0,694915254	-0,75	1	-1	-1
-0,722222222	-0,166666667	-0,86440678	-0,833333333	1	-1	-1
-0,555555556	0,5	-0,796610169	-0,916666667	1	-1	-1
-0,833333333	0	-0,86440678	-0,916666667	1	-1	-1
-0,444444444	0,416666667	-0,830508475	-0,916666667	1	-1	-1
-0,222222222	-0,166666667	0,084745763	-0,083333333	-1	1	-1
-0,222222222	-0,25	0,084745763	0	-1	1	-1
0,055555556	-0,25	0,118644068	0	-1	1	-1
-0,555555556	-0,583333333	-0,322033898	-0,166666667	-1	1	-1
-0,222222222	-0,333333333	0,050847458	0	-1	1	-1
0,5	0	0,254237288	0,083333333	-1	1	-1
0,166666667	0	0,186440678	0,166666667	-1	1	-1
0,444444444	-0,083333333	0,322033898	0,166666667	-1	1	-1
-0,333333333	-0,75	0,016949153	0	-1	1	-1
0,222222222	-0,333333333	0,220338983	0,166666667	-1	1	-1
0,111111111	0,083333333	0,694915254	1	-1	-1	1
-0,166666667	-0,416666667	0,389830508	0,5	-1	-1	1
0,555555556	-0,166666667	0,661016949	0,666666667	-1	-1	1
0,111111111	-0,25	0,559322034	0,416666667	-1	-1	1
0,222222222	-0,166666667	0,627118644	0,75	-1	-1	1
0,333333333	-0,166666667	0,423728814	0,833333333	-1	-1	1
0,111111111	-0,583333333	0,355932203	0,5	-1	-1	1
0,222222222	-0,166666667	0,423728814	0,583333333	-1	-1	1
0,055555556	0,166666667	0,491525424	0,833333333	-1	-1	1
-0,111111111	-0,166666667	0,389830508	0,416666667	-1	-1	1
