-0,388888889	0,583333333	-0,762711864	-0,75	1	-1	-1
-0,611111111	0,083333333	-0,86440678	-0,916666667	1	-1	-1
-0,833333333	0,166666667	-0,86440678	-0,833333333	1	-1	-1
-0,611111111	0,166666667	-0,830508475	-0,916666667	1	-1	-1
-0,944444444	-0,25	-0,86440678	-0,916666667	1	-1	-1
-0,666666667	-0,083333333	-0,830508475	-1	1	-1	-1
-0,388888889	0,416666667	-0,830508475	-0,916666667	1	-1	-1
-0,722222222	0,166666667	-0,796610169	-0,916666667	1	-1	-1
-0,722222222	-0,166666667	-0,86440678	-1	1	-1	-1
-1	-0,166666667	-0,966101695	-1	1	-1	-1
-0,166666667	0,666666667	-0,93220339	-0,916666667	1	-1	-1
-0,222222222	1	-0,830508475	-0,75	1	-1	-1
-0,388888889	0,583333333	-0,898305085	-0,75	1	-1	-1
-0,555555556	0,25	-0,86440678	-0,833333333	1	-1	-1
-0,222222222	0,5	-0,762711864	-0,833333333	1	-1	-1
-0,555555556	0,5	-0,830508475	-0,833333333	1	-1	-1
-0,388888889	0,166666667	-0,762711864	-0,916666667	1	-1	-1
-0,555555556	0,416666667	-0,830508475	-0,75	1	-1	-1
-0,833333333	0,333333333	-1	-0,916666667	1	-1	-1
-0,555555556	0,083333333	-0,762711864	-0,666666667	1	-1	-1
-0,722222222	0,166666667	-0,694915254	-0,916666667	1	-1	-1
-0,611111111	-0,166666667	-0,796610169	-0,916666667	1	-1	-1
-0,611111111	0,166666667	-0,796610169	-0,75	1	-1	-1
-0,5	0,25	-0,830508475	-0,916666667	1	-1	-1
-0,5	0,166666667	-0,86440678	-0,916666667	1	-1	-1
-0,777777778	0	-0,796610169	-0,916666667	1	-1	-1
-0,722222222	-0,083333333	-0,796610169	-0,916666667	1	-1	-1
-0,388888889	0,166666667	-0,830508475	-0,75	1	-1	-1
-0,5	0,75	-0,830508475	-1	1	-1	-1
-0,333333333	0,833333333	-0,86440678	-0,916666667	1	-1	-1
-0,666666667	-0,083333333	-0,830508475	-0,916666667	1	-1	-1
-0,611111111	0	-0,93220339	-0,916666667	1	-1	-1
-0,333333333	0,25	-0,898305085	-0,916666667	1	-1	-1
-0,666666667	0,333333333	-0,86440678	-1	1	-1	-1
-0,944444444	-0,166666667	-0,898305085	-0,916666667	1	-1	-1
-0,555555556	0,166666667	-0,830508475	-0,916666667	1	-1	-1
-0,611111111	0,25	-0,898305085	-0,833333333	1	-1	-1
-0,888888889	-0,75	-0,898305085	-0,833333333	1	-1	-1
-0,944444444	0	-0,898305085	-0,916666667	1	-1	-1
-0,611111111	0,25	-0,796610169	-0,583333333	1	-1	-1
-0,222222222	-0,333333333	0,186440678	0	-1	1	-1
0,111111111	0,083333333	0,254237288	0,25	-1	1	-1
-0,666666667	-0,666666667	-0,220338983	-0,25	-1	1	-1
0,277777778	-0,25	0,220338983	0	-1	1	-1
-0,5	-0,416666667	-0,016949153	0,083333333	-1	1	-1
-0,611111111	-1	-0,152542373	-0,25	-1	1	-1
-0,111111111	-0,166666667	0,084745763	0,166666667	-1	1	-1
-0,055555556	-0,833333333	0,016949153	-0,25	-1	1	-1
0	-0,25	0,254237288	0,083333333	-1	1	-1
-0,277777778	-0,25	-0,118644068	0	-1	1	-1
0,333333333	-0,083333333	0,152542373	0,083333333	-1	1	-1
-0,277777778	-0,166666667	0,186440678	0,166666667	-1	1	-1
-0,166666667	-0,416666667	0,050847458	-0,25	-1	1	-1
0,055555556	-0,833333333	0,186440678	0,166666667	-1	1	-1
-0,277777778	-0,583333333	-0,016949153	-0,166666667	-1	1	-1
-0,111111111	0	0,288135593	0,416666667	-1	1	-1
0	-0,333333333	0,016949153	0	-1	1	-1
0,111111111	-0,583333333	0,322033898	0,166666667	-1	1	-1
0	-0,333333333	0,254237288	-0,083333333	-1	1	-1
0,166666667	-0,25	0,118644068	0	-1	1	-1
0,277777778	-0,166666667	0,152542373	0,083333333	-1	1	-1
0,388888889	-0,333333333	0,288135593	0,083333333	-1	1	-1
0,333333333	-0,166666667	0,355932203	0,333333333	-1	1	-1
-0,055555556	-0,25	0,186440678	0,166666667	-1	1	-1
-0,222222222	-0,5	-0,152542373	-0,25	-1	1	-1
-0,333333333	-0,666666667	-0,050847458	-0,166666667	-1	1	-1
-0,333333333	-0,666666667	-0,084745763	-0,25	-1	1	-1
-0,166666667	-0,416666667	-0,016949153	-0,083333333	-1	1	-1
-0,055555556	-0,416666667	0,389830508	0,25	-1	1	-1
-0,388888889	-0,166666667	0,186440678	0,166666667	-1	1	-1
-0,055555556	0,166666667	0,186440678	0,25	-1	1	-1
0,333333333	-0,083333333	0,254237288	0,166666667	-1	1	-1
0,111111111	-0,75	0,152542373	0	-1	1	-1
-0,277777778	-0,166666667	0,050847458	0	-1	1	-1
-0,333333333	-0,583333333	0,016949153	0	-1	1	-1
-0,333333333	-0,5	0,152542373	-0,083333333	-1	1	-1
0	-0,166666667	0,220338983	0,083333333	-1	1	-1
-0,166666667	-0,5	0,016949153	-0,083333333	-1	1	-1
-0,611111111	-0,75	-0,220338983	-0,25	-1	1	-1
-0,277777778	-0,416666667	0,084745763	0	-1	1	-1
0,833333333	-0,166666667	0,898305085	0,666666667	-1	-1	1
-0,666666667	-0,583333333	0,186440678	0,333333333	-1	-1	1
0,666666667	-0,25	0,796610169	0,416666667	-1	-1	1
0,333333333	-0,583333333	0,627118644	0,416666667	-1	-1	1
0,611111111	0,333333333	0,728813559	1	-1	-1	1
0,222222222	0	0,389830508	0,583333333	-1	-1	1
0,166666667	-0,416666667	0,457627119	0,5	-1	-1	1
0,388888889	-0,166666667	0,525423729	0,666666667	-1	-1	1
-0,222222222	-0,583333333	0,355932203	0,583333333	-1	-1	1
-0,166666667	-0,333333333	0,389830508	0,916666667	-1	-1	1
0,166666667	0	0,457627119	0,833333333	-1	-1	1
0,222222222	-0,166666667	0,525423729	0,416666667	-1	-1	1
